Comment ID,Comment,Post ID,Post themes,Background song/audio,Harm score,Score explanation
7465836301624819712,"Ma'am, you're gorgeous",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Respectful and affirming tone.
7466292704588941312,Wow so this bd is in the Indian culture too?? Girl fuck them! You are gorgeous!!,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Reflective comment; expressing concern.
7466220470339666944,"There’s something so ethereal and goddess about dark skinned Indian women, some of the most beautiful women on earth",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Compliment using empowering language.
7465779519738478592,I was too distracted... I had to rewatch the video.... I got distracted again! You are foine!,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,Borderline flirtatious; possibly objectifying but not aggressive.
7466397948578907136,BUT GIRL.YOUR LITERALLY SO SO SO BEAUTIFUL.,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Enthusiastic and affirming.
7465861992534228992,So intelligent and so beautiful,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Balanced compliment; very respectful.
7466500233992800256,You’re so beautiful,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Clear compliment; kind tone.
7465725309229843456,"you are just fine, beautiful 🔥🔥",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,Flirtatious tone with fire emojis; slightly objectifying.
7465755616716293120,"You are gorgeous, are you saying they do not notice your beauty",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Supportive rhetorical question; not harmful.
7465707893587051520,you’re stunning,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Simple, respectful compliment."
7465727705795890176,Well said sister!!!,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Supportive affirmation.
7465696947962905600,Black woman here. Honestly I take beauty tips from dark skinned Indian women. BEST skin care tips.,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Affirming across cultures; very respectful.
7465759593966602240,u are stunning. period,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Strong compliment.
7465812494823736320,"You are beautiful, don’t listen to them",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Encouraging and defensive; positive tone.
7465898578135140352,your complexion is perfection,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Compliment with poetic praise.
7465808663211622400,you're literally breathtaking 😍♥,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Highly complimentary with loving emojis.
7466233564029778944,The said part is the dark skin Indian men be so damn fine just glowing in the sun,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.5,Highlights hypocrisy but generalizes a group; critical tone.
7465816044709790720,That’s WILD cause miss maam you are GORGEOUS 🔥,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Supportive and shocked tone in defense of creator.
7465836185531218944,Well said.,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Respectful agreement; completely harmless.
7465838500572147712,You and them are so beautiful! It’s sad!!!,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Compliment followed by empathy; positive tone.
7465988916435863552,Beautifully said. And while my opinion is irrelevant I would love to back you up by acknowledging how absolutely stunning you are. My pale skin will never glow like a jewel in the sun but you do. 🥰,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Humble, affirming, and respectful."
7465820735790873600,You are STUNNING,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Strong compliment.
7466051438314782720,I love your eyes,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Kind and specific compliment.
7465927269442945024,you are so pretty oh my days,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Excited and supportive.
7465999109355713536,you are beautiful in the dark and the light💯 disregard those other individuals habebe,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Uplifting and empowering.
7465840687558674432,You're GORGEOUS 🥰😍,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Clear compliment with positive emojis.
7466161200016113664,"You are STUNNING though. I mean genuinely, how can ANYONE insult YOUR looks????!! I hate that you’ve been through this. 💔",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Affirmative, sincere admiration."
7465851644308490240,"Yes I’ve definitely noticed this with different cultures, it seems darker skin is pushed to the side. And your beautiful!!",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Observational and aligns with post theme; not harmful.
7465720000437043200,YOU ARE STUNNING AND I HOPE YOU STAY LOVING YOURSELF ❤️❤️❤️,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Supportive, empowering message."
7465686485380121600,You're pretty,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Direct compliment; respectful.
7466083981282246656,you’re gorgeous mami,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,Compliment with a flirtatious tone; borderline objectifying.
7465696006445761536,"So strange, you’d think darker men and women would come together but colorism has done horrible wonders to our cultures",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.5,Reflective but generalizing; critical tone.
7466239093745451008,"Colonizers reinforced colorism in India to divide us. Media still pushes Eurocentric beauty, but to yt people, we’re just ‘brown.’ We must grow & stand together.",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Historical context shared respectfully.
7465940894460250112,Your beauty is not skin deep! You are stunning,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Uplifting and affirming.
7465889479745848320,You are beautiful. Thank you for sharing this.,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Grateful and kind.
7466393046708961280,Omg you’re so so pretty,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Enthusiastic compliment.
7465906540498307072,You purty,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Playful spelling; affectionate tone.
7466246472457369600,you are beautiful the way you are,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Empowering and affirming.
7466388625095489536,You are such a beautiful woman🥹❤️❤️,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Loving and respectful compliment.
7468086471250432000,ur accent is so hot 😭😭,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,"Flirtatious and objectifying tone, though not aggressive."
7466246954391339008,You're a barbie doll. You're literally perfect,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,"While meant as praise, 'barbie doll' can reduce someone to appearance alone."
7470363338732518400,ur gorgeous...,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Straightforward compliment, no negativity."
7466430481551784960,You are beautiful,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Direct and kind.
7466253577293249536,Ur gorg,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Positive tone; shortened compliment.
7466379207308870656,Love this! So much self reflection and thought went into this realisation and level of self-assurance.,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Comment on post content; supportive and thoughtful.
7466409452356387840,you are so pretty,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Simple and respectful.
7466350785824881664,"You are beautiful, srlf confidence is something that everyone should have. it helps not only oneself but people will tryst in you if you are confident",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Supportive and empowering.
7465720781512115200,You’re beautiful!!,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Affirming and enthusiastic.
7466238694239058944,Most definitely you are beautiful,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Supportive and affirming.
7465690129837326336,Yes. You are beautiful.,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Clear, positive reinforcement."
7475505064036940800,sorry but I don't know about India I don't live there,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Honest and neutral; not dismissive.
7466262956792332288,dark skin indians are pretty,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,"Meant positively, but phrasing generalizes and could feel patronizing."
7475099245714016256,gorgeous,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Positive, direct compliment."
7.466794269099E+18,you’re gorgeousssss,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Exaggerated for enthusiasm; positive.
7474960686103068672,"Dark skin, Indian guys need to wake up, you’re the most beautiful woman I’ve ever seen",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.5,Supportive of creator but critical/generalizing toward a group.
7474544266549086208,"My bhabi is beautiful and she is dark, my ex husband, still great friends told me the family would say “ ah you got dark colour one” I was horrified. They didn’t seem to see the wrong in it",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Personal anecdote that supports the post; not harmful.
7466438033026662400,Sidenote you're gorgeous 😍😍,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Warm compliment; affirming.
7473009063744603136,you're literally so beautiful omg,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Strong admiration; respectful.
7221661325729054720,I live in Denmark. This is absolutely true…,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Acknowledging the truth of a difficult issue—supportive and affirming.
7221495234998713344,"Sadly this happens too often. We even experienced a teacher (from DK) being racist to us (international students in DK), telling us that we are only",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Adds lived experience and legitimacy—respectful and constructive.
7315391751810793472,as a danish person; Tbh most people meet the wrong people when they are in Denmark. Like it's mostly where you are in Denmark. 99% of the time I see these videos it's from Copenhagen (1/?),7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Honest and balanced response—respects the issue while offering nuance.
7221492574606705664,Wtfff,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,"Intense reaction to the story—no direct harm, just emotional expression."
7385020804260135936,love your story telling🥰 sorry you experienced this,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Sympathetic and kind—uplifting tone.
7221925346076345344,People is fine the danish people dont Care they forgået no ever body is bad,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.5,"Critical of a racial group in broad terms—somewhat problematic due to overgeneralization, though it may stem from personal hurt."
7228521879019225088,Dude I'm thinking about studying at Denmark and i keep on seeing videos similar to you it's like a sign to not go there welp😳,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.25,Sarcastic but not hateful—slight concern due to tone mismatch with a serious topic.
7358823764794378240,"i feel so bad for you. i live in denmark and is from denmark but i understand this. and some ppl are just mean, bit always remember not all dansih ppl is like that",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Heartfelt apology and expression of solidarity—completely appropriate.
7221495288380195840,wtf :/,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,"Expresses dismay—neutral to slightly emotional, not harmful."
7221496558377729024,"That’s like not okay, I’m from Norway and I’ve never experienced racism here, seriously so sad that racist exists😕",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Reflective and adds a shared experience—supportive and thoughtful.
7466559785530408960,Well said.,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Respectful agreement.
7466517545823779840,You're beautiful! You look like my daughter ❤️,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Personal and affectionate compliment.
7466330018110423040,gurl ur literally fine,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,Casual flirtation; slightly objectifying in tone.
7466393579452384256,"That’s crazy cause your beautiful, brown is beautiful in every shade",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Empowering and supportive.
7466300319463782400,Very beautiful lady,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Simple, respectful compliment."
7466254463322834944,you’re so beautiful,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Affirmative, respectful."
7466498000236953600,You are beautiful.,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Direct and supportive.
7466296687805531136,You’re beautiful 😍,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Compliment with affectionate emoji.
7466530396370912256,I love your voice,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Compliment on voice; respectful.
7466279013053427712,you are really beautiful,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Supportive and affirming.
7466481321134028800,well said 👏,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Encouraging and respectful.
7465941753716030464,"Sooo, Indian men and Black men are the EXACT same people, huh…glad to see Black women and Indian women have so much in common. Hey, Sis!",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.5,Generalizing two demographic groups; valid theme but critical and blanket statement.
7476102134765993984,"Like it or not, you are beautiful and your skin tone is much more environmentally friendly and safer. Those boys and girls r in love with their colonial masters. No worries, u can’t change people mind",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Supportive and affirming.
7475637192380498944,Well said,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Neutral and supportive.
7476345832158195712,Same in Mexico,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Neutral observation; relates to shared experience.
7475400459730437120,Keep shining Queen,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Empowering and uplifting.
7.476286001436E+18,just like that you're limitations are limitations!,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Encouraging metaphor; no harm.
7466273630134124544,We like dark skin Indian women lol,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,Intended positively but objectifies women; tone is overly casual and collective.
7475474379796659200,It’s the same in the black community.,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Neutral comparative statement; not harmful.
7477702623871027200,"Brown skin male here, my skin makes me attractive",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Self-affirming comment; not harmful.
7467507548627927040,You’re so beautiful wow 😍,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Respectful and enthusiastic compliment.
7467776810047518720,You are amazing 🌹,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Encouraging and positive tone.
7475237701127617536,Just remember the light needs the darkness so it can shine ✨,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Poetic and affirming metaphor.
7472510005687859200,You are beautiful,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,"Standard, respectful compliment."
7467253817371246592,"when I was in 11th , during a school trip a guy said to me that he can't see me in the dark in front of everyone and they laugh even the teachers. I was so hurt but had to pretend that I wasn't affected",7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Sharing personal experience; relevant and reflective.
7467457249356953600,I love hearing your accent 😍,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,"Potentially objectifying, though still meant as a compliment."
7469798251596657664,This is so true! loooove you!💓,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Supportive and warm.
7471024917862940672,You're So gorgeous 😭💕,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Emotional and positive.
7467277844121895936,you so beautiful babe🔥,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0.25,Slightly flirtatious and informal; mildly objectifying.
7467539036154413056,Exactly this!! I love you for speaking up 🙏💜,7465288460467834120,"Girl, personal experience, personal opinion, race, raising awareness","Yes, normal voice",0,Strong support for message; respectful tone.
7221486156581027840,3 years ago?,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Ambiguous but neutral—no harmful or invalidating language.
7250860128848084992,😳,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Expresses surprise—neutral and non-harmful.
7221567846088934400,@Thamilini Santhia,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Neutral tagging—no harm or problematic behavior.
7477341407941262336,"I have lived in Denmark for almost 20 years, I have only experienced racism in Denmark in relation to the countries I had been to. I often experience that most Danes are nicer to other white people fr",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.25,"Shares emotional difficulty and exclusion—vulnerable and respectful, though concerning in sentiment."
7221510357926593536,@Aslan :) Ong?,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Neutral tagging with informal language—non-harmful.
7324489824685096960,@ajaico12s,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Neutral tag with no textual input—no harm.
7313647302227968000,Danes like to deny that racism exists there.,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.25,"Somewhat accusatory tone—mild harm due to generalization, though likely stems from lived frustration."
7264392447139712000,Some people does that i don’t agree with her method but alot immigrants leach off the system refusing to get jobs,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Respectful disagreement—balances critique without being disrespectful.
7221486036261486592,Old people in denmark are terrible 😬,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.5,Negative stereotype about a specific group—problematic due to ageism and national identity.
7221485189024972800,tbh Denmark is one of the most racist countries in the world💀,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.5,Critical tone that generalizes harshly—problematic phrasing despite personal context.
7221498482389385216,"I’m sorry it happened to ur brother, but unfortunately this happens everywhere in the world, not just Denmark.",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.25,"Shows empathy, but mildly problematic due to overgeneralizing about Denmark."
7221495026898681856,"Compared to Denmark Sweden is so much better, Danes are fucked up in so many levels",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.25,Somewhat dismissive of one country while praising another—mild generalization.
7221925167407562752,"You no why? Brown and Black people i denmark do most crime and cost the most and shit on the system even that we try to help Them, so even that some",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.5,Highlights real discrimination but in a way that generalizes racial groups—problematic phrasing.
7269812937718809600,Did you rob it,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",1,Inappropriate and offensive comment that plays into harmful stereotypes—clearly unacceptable.
7273016711774273536,Denmark people are bunch of racists…most,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.75,Offensive and accusatory toward an entire nationality—highly problematic but not overtly threatening.
7419019466044686336,AA danish person I believe that there is a lot of racist but I am not one of them. I think this absolutely unacceptable and I am really mad at them so I wanted to say sorry about my country,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Acknowledges a societal problem without being hostile—constructive and important contribution.
7221682117553798144,dude my first experience in denmark after moving here at 8 years old was a group of teenage boys harassing me and yelling ching chong at me ..,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,First-hand account of discrimination—shares a real experience respectfully.
7274714515107233792,That woman is based,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Internet slang used to praise someone—neutral to supportive in tone.
7.309458416249E+18,She’s right,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Concise endorsement of the speaker’s perspective—harmless and affirming.
7263470888754233344,Imagine talking to a 9 year old like this? Wtfff,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,"Displays emotional reaction to injustice—supportive and protective, not harmful."
7316998245087180800,not all Danes are racist,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.25,Well-meaning but risks invalidating specific personal experiences—mildly dismissive.
7223916898114977792,Don’t be afraid to record people. Watch them shut up and leave 🥰,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.25,Encourages confrontation in a way that may lead to escalation—borderline problematic depending on interpretation.
7270333608626471936,How do you sound like that and look like that at the same time?,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.5,"Ambiguous tone, but likely sarcastic and directed at the speaker’s identity or appearance—problematic."
7221510478143667200,As a immigrant in Denmark I fake banks,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.75,Could imply fraudulent activity—borderline harmful or inappropriate regardless of intent.
7337313546898849792,I live in denmark and I havent met Any racist person i know that there is alot maybe its the city wee live in?,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Shares a different personal perspective respectfully—neutral and acceptable.
7465789391148729344,"very common true story, it happened to me like 1000000 times",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Adds to the conversation with a related experience—respectful and supportive.
7343191764780318720,ya we so racist not me tho,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.25,Sarcasm makes it hard to gauge sincerity—mildly problematic depending on interpretation.
7352959143638662144,never come back bro🙏🙏🙏,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",1,Directly exclusionary and aggressive—unacceptable in tone and intent.
7462500697839123456,🥰,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Emoji-only and emotionally neutral/positive—harmless.
7439807140610457600,Why are you speaking like this🫠,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.5,Tone suggests ridicule or passive aggression—problematic due to ambiguity and potential insult.
7316610379265571840,Nothing wrong with it 👍,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.5,Vague and potentially dismissive—tone suggests indifference to the issue discussed.
7328720409771278336,Yeah this is one of the things that have to change and its illegal too i think so-,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Respectful and solution-oriented—completely appropriate.
7388992010785945600,"Living in Denmark, absolut true…",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Affirms the creator’s experience—supportive and respectful.
7368019774120558592,Aint true from my part Denmark and ohters,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Shares a contrasting perspective respectfully—no harm.
7467929771788828672,It is just denmark🙄,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.25,Slightly dismissive tone due to generalization and emoji—borderline problematic.
7283152271365931008,"Since Covid, many white and black people attacked East asian people physically and mentally. I'll never forget and forgive them.",7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0.5,Acknowledges real issues but uses sweeping generalizations—problematic phrasing.
7257623152192369664,One time i beated one danish out of racism i bet she is not racist anymore 😂😂😂,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",1,Advocating or admitting to violence—severely inappropriate and harmful.
7265938896986881024,Omggggg ej er han okay?! F det er syynnnd (omgggg is he okay? F that is sad😢,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Caring and sympathetic comment—safe and kind.
7261622932953600000,Sorry,7221476799337811218,"Man, personal experience, racism","Yes, normal voice",0,Brief but not harmful—likely expresses empathy.
7250574734453702656,your words are golden thank youuu that conforted me,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Very supportive and heartfelt—completely harmless.
7250726625065994240,"Your words mean so much, you are such an inspiration. Pls never stop to share this, you are amazing xx",7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Supportive and emotional comment—entirely harmless.
7250470635964006400,Thank you ♥️🫶🏻,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Polite and kind—completely safe.
7250376498037014528,"Honestly wow, i really needed this thank you so much. God bless!",7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,"Emotional resonance, but tone is constructive and appreciative."
7250182101990913024,Thank you so much!❤️I needed this,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Positive and validating—no harm.
7272378116629120000,"I needed to hear this 🥰
its my day one on ED☺️I pray to God to walk out of the other side☺️",7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0.25,"Emotional vulnerability related to ED—hopeful tone, but mildly concerning due to topic sensitivity."
7250232841275147264,This is amazing advice 😌😌!,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,"Respectful, uplifting, and grateful—completely harmless."
7273036283101086720,thank you so much❤️❤️you gave me so much motivation,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,A supportive and emotionally affirming comment—fully appropriate.
7260883968026413056,i needed this so much,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Supportive and emotionally open—safe and constructive.
7250418327503126528,"I keep telling myself it’s not that bad, others can keep this lifestyle up too, so why shouldn’t I? 🥺😞",7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Honest and self-validating comment—reflective and constructive.
7253586585111168000,"You are glowing, so amazing and beautiful 🤍",7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Complimenting the creator in a respectful and uplifting way—harmless.
7296242948337187840,litterly made me cry I wanna choose recovery but I'm so so scared,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0.25,Shares emotional struggle with ED recovery—slightly sensitive but ultimately constructive.
7250431735006444544,Your amazing 🤩❤️,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Encouraging and kind compliment—safe and uplifting.
7250486552013681664,"Off topic, but ur gorgeous😍",7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Compliment that’s slightly off-topic but not inappropriate or harmful.
7251152649281226752,You are amazing 🥰🥰🥰,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Supportive and affectionate comment—harmless and appreciated.
7259005470190579712,thank you so much it s so hard in recovery but you make it easier 🩷,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0.25,"Acknowledges emotional difficulty—hopeful tone, but sensitive due to ED context."
7250574241456062464,how models are living,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0.25,Vague and potentially critical—ambiguous tone could be read as dismissive.
7250392269140050944,amen🙏🏻,7250165196130389274,"Girl, body image, raising awareness, educational, personal experience, personal opinion","Yes, normal voice",0,Positive and validating—completely appropriate.
7288793784063558656,My favorite response is just to laugh until their uncomfortable. Works every time,7288791933869182214,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice",0,Empowering and humorous reaction to body shaming—safe and contextually appropriate.
7288793752520344576,If they say I’ve put on pounds I’ll say omg twinnsss I can see we’re both getting the gains,7288791933869182214,"Girl, body image, raising awareness, educational, personal opinion","Yes, normal voice",0,Positive reframing of a negative comment—confident and harmless.
